"jiyun","00:00:00","1","0"
"jiyun","00:10:00","1","0"
"jiyun","00:20:00","1","0"
"jiyun","00:30:00","1","0"
"jiyun","00:40:00","1","0"
"jiyun","00:50:00","1","0"
"jiyun","01:00:00","1","0"
"jiyun","01:10:00","1","0"
"jiyun","01:20:00","1","0"
"jiyun","01:30:00","1","0"
"jiyun","01:40:00","1","0"
"jiyun","01:50:00","1","0"
"jiyun","02:00:00","1","0"
"jiyun","02:10:00","1","0"
"jiyun","02:20:00","1","0"
"jiyun","02:30:00","1","0"
"jiyun","02:40:00","1","0"
"jiyun","02:50:00","1","0"
"jiyun","03:00:00","1","0"
"jiyun","03:10:00","1","0"
"jiyun","03:20:00","1","0"
"jiyun","03:30:00","1","0"
"jiyun","03:40:00","1","0"
"jiyun","03:50:00","1","0"
"jiyun","04:00:00","1","0"
"jiyun","04:10:00","1","0"
"jiyun","04:20:00","1","0"
"jiyun","04:30:00","1","0"
"jiyun","04:40:00","1","0"
"jiyun","04:50:00","1","0"
"jiyun","05:00:00","1","0"
"jiyun","05:10:00","1","0"
"jiyun","05:20:00","1","0"
"jiyun","05:30:00","1","0"
"jiyun","05:40:00","1","0"
"jiyun","05:50:00","1","0"
"jiyun","06:00:00","1","0"
"jiyun","06:10:00","1","0"
"jiyun","06:20:00","1","0"
"jiyun","06:30:00","1","0"
"jiyun","06:40:00","1","0"
"jiyun","06:50:00","1","0"
"jiyun","07:00:00","1","0"
"jiyun","07:10:00","1","0"
"jiyun","07:20:00","1","0"
"jiyun","07:30:00","1","0"
"jiyun","07:40:00","1","0"
"jiyun","07:50:00","1","0"
"jiyun","08:00:00","1","0"
"jiyun","08:10:00","1","0"
"jiyun","08:20:00","1","0"
"jiyun","08:30:00","1","0"
"jiyun","08:40:00","1","0"
"jiyun","08:50:00","1","0"
"jiyun","09:00:00","1","0"
"jiyun","09:10:00","1","0"
"jiyun","09:20:00","1","0"
"jiyun","09:30:00","1","0"
"jiyun","09:40:00","1","0"
"jiyun","09:50:00","1","0"
"jiyun","10:00:00","1","0"
"jiyun","10:10:00","1","0"
"jiyun","10:20:00","1","0"
"jiyun","10:30:00","1","0"
"jiyun","10:40:00","1","0"
"jiyun","10:50:00","1","0"
"jiyun","11:00:00","1","0"
"jiyun","11:10:00","1","0"
"jiyun","11:20:00","1","0"
"jiyun","11:30:00","1","0"
"jiyun","11:40:00","1","0"
"jiyun","11:50:00","1","0"
"jiyun","12:00:00","1","0"
"jiyun","12:10:00","1","0"
"jiyun","12:20:00","1","0"
"jiyun","12:30:00","1","0"
"jiyun","12:40:00","1","0"
"jiyun","12:50:00","1","0"
"jiyun","13:00:00","1","0"
"jiyun","13:10:00","1","0"
"jiyun","13:20:00","1","0"
"jiyun","13:30:00","1","0"
"jiyun","13:40:00","1","0"
"jiyun","13:50:00","1","0"
"jiyun","14:00:00","1","0"
"jiyun","14:10:00","1","0"
"jiyun","14:20:00","1","0"
"jiyun","14:30:00","1","0"
"jiyun","14:40:00","1","0"
"jiyun","14:50:00","1","0"
"jiyun","15:00:00","1","0"
"jiyun","15:10:00","1","0"
"jiyun","15:20:00","1","0"
"jiyun","15:30:00","1","0"
"jiyun","15:40:00","1","0"
"jiyun","15:50:00","1","0"
"jiyun","16:00:00","1","0"
"jiyun","16:10:00","1","0"
"jiyun","16:20:00","1","0"
"jiyun","16:30:00","1","0"
"jiyun","16:40:00","1","0"
"jiyun","16:50:00","1","0"
"jiyun","17:00:00","1","0"
"jiyun","17:10:00","1","0"
"jiyun","17:20:00","1","0"
"jiyun","17:30:00","1","0"
"jiyun","17:40:00","1","0"
"jiyun","17:50:00","1","0"
"jiyun","18:00:00","1","0"
"jiyun","18:10:00","1","0"
"jiyun","18:20:00","1","0"
"jiyun","18:30:00","1","0"
"jiyun","18:40:00","1","0"
"jiyun","18:50:00","1","0"
"jiyun","19:00:00","1","0"
"jiyun","19:10:00","1","0"
"jiyun","19:20:00","1","0"
"jiyun","19:30:00","1","0"
"jiyun","19:40:00","1","0"
"jiyun","19:50:00","1","0"
"jiyun","20:00:00","1","0"
"jiyun","20:10:00","1","0"
"jiyun","20:20:00","1","0"
"jiyun","20:30:00","1","0"
"jiyun","20:40:00","1","0"
"jiyun","20:50:00","1","0"
"jiyun","21:00:00","1","0"
"jiyun","21:10:00","1","0"
"jiyun","21:20:00","1","0"
"jiyun","21:30:00","1","0"
"jiyun","21:40:00","1","0"
"jiyun","21:50:00","1","0"
"jiyun","22:00:00","1","0"
"jiyun","22:10:00","1","0"
"jiyun","22:20:00","1","0"
"jiyun","22:30:00","1","0"
"jiyun","22:40:00","1","0"
"jiyun","22:50:00","1","0"
"jiyun","23:00:00","1","0"
"jiyun","23:10:00","1","0"
"jiyun","23:20:00","1","0"
"jiyun","23:30:00","1","0"
"jiyun","23:40:00","1","0"
"jiyun","23:50:00","1","0"
"jiyun","00:00:00","1","0"
"jiyun","00:10:00","1","0"
"jiyun","00:20:00","1","0"
"jiyun","00:30:00","1","0"
"jiyun","00:40:00","1","0"
"jiyun","00:50:00","1","0"
"jiyun","01:00:00","1","0"
"jiyun","01:10:00","1","0"
"jiyun","01:20:00","1","0"
"jiyun","01:30:00","1","0"
"jiyun","01:40:00","1","0"
"jiyun","01:50:00","1","0"
"jiyun","02:00:00","1","0"
"jiyun","02:10:00","1","0"
"jiyun","02:20:00","1","0"
"jiyun","02:30:00","1","0"
"jiyun","02:40:00","1","0"
"jiyun","02:50:00","1","0"
